; Derived from insns.dat, the table of instructions for the Netwide Assembler. See license

Basic Instructions
---------------------------------------------------------------------------------------------------------------
| Class      | Operands                | Code                        | Flags                      |
| VBROADCASTI32X8   | zmmreg^mask^z,mem256                        | [rm:t8: evex.512.66.0f38.w0 5b /r ]             | AVX512DQ                 |
| VBROADCASTI64X2   | ymmreg^mask^z,mem128                        | [rm:t2: evex.256.66.0f38.w1 5a /r ]             | AVX512VL,AVX512DQ        |
| VBROADCASTI64X2   | zmmreg^mask^z,mem128                        | [rm:t2: evex.512.66.0f38.w1 5a /r ]             | AVX512DQ                 |
| VBROADCASTI64X4   | zmmreg^mask^z,mem256                        | [rm:t4: evex.512.66.0f38.w1 5b /r ]             | AVX512                   |
| VBROADCASTSD      | ymmreg^mask^z,mem64                         | [rm:t1s: evex.256.66.0f38.w1 19 /r ]            | AVX512VL,AVX512          |
| VBROADCASTSD      | zmmreg^mask^z,mem64                         | [rm:t1s: evex.512.66.0f38.w1 19 /r ]            | AVX512                   |
| VBROADCASTSD      | ymmreg^mask^z,xmmreg                        | [rm: evex.256.66.0f38.w1 19 /r ]                | AVX512VL,AVX512          |
| VBROADCASTSD      | zmmreg^mask^z,xmmreg                        | [rm: evex.512.66.0f38.w1 19 /r ]                | AVX512                   |
| VBROADCASTSS      | xmmreg^mask^z,mem32                         | [rm:t1s: evex.128.66.0f38.w0 18 /r ]            | AVX512VL,AVX512          |
| VBROADCASTSS      | ymmreg^mask^z,mem32                         | [rm:t1s: evex.256.66.0f38.w0 18 /r ]            | AVX512VL,AVX512          |
| VBROADCASTSS      | zmmreg^mask^z,mem32                         | [rm:t1s: evex.512.66.0f38.w0 18 /r ]            | AVX512                   |
| VBROADCASTSS      | xmmreg^mask^z,xmmreg                        | [rm: evex.128.66.0f38.w0 18 /r ]                | AVX512VL,AVX512          |
| VBROADCASTSS      | ymmreg^mask^z,xmmreg                        | [rm: evex.256.66.0f38.w0 18 /r ]                | AVX512VL,AVX512          |
| VBROADCASTSS      | zmmreg^mask^z,xmmreg                        | [rm: evex.512.66.0f38.w0 18 /r ]                | AVX512                   |
| VCMPPD            | kreg^mask,xmmreg,xmmrm128^b64,imm8          | [rvmi:fv: evex.nds.128.66.0f.w1 c2 /r ib ]      | AVX512VL,AVX512          |
| VCMPPD            | kreg^mask,ymmreg,ymmrm256^b64,imm8          | [rvmi:fv: evex.nds.256.66.0f.w1 c2 /r ib ]      | AVX512VL,AVX512          |
| VCMPPD            | kreg^mask,zmmreg,zmmrm512^b64^sae,imm8      | [rvmi:fv: evex.nds.512.66.0f.w1 c2 /r ib ]      | AVX512                   |
| VCMPPS            | kreg^mask,xmmreg,xmmrm128^b32,imm8          | [rvmi:fv: evex.nds.128.0f.w0 c2 /r ib ]         | AVX512VL,AVX512          |
| VCMPPS            | kreg^mask,ymmreg,ymmrm256^b32,imm8          | [rvmi:fv: evex.nds.256.0f.w0 c2 /r ib ]         | AVX512VL,AVX512          |
| VCMPPS            | kreg^mask,zmmreg,zmmrm512^b32^sae,imm8      | [rvmi:fv: evex.nds.512.0f.w0 c2 /r ib ]         | AVX512                   |
| VCMPSD            | kreg^mask,xmmreg,xmmrm64^sae,imm8           | [rvmi:t1s: evex.nds.128.f2.0f.w1 c2 /r ib ]     | AVX512                   |
| VCMPSS            | kreg^mask,xmmreg,xmmrm32^sae,imm8           | [rvmi:t1s: evex.nds.128.f3.0f.w0 c2 /r ib ]     | AVX512                   |
| VCOMISD           | xmmreg,xmmrm64^sae                          | [rm:t1s: evex.128.66.0f.w1 2f /r ]              | AVX512                   |
| VCOMISS           | xmmreg,xmmrm32^sae                          | [rm:t1s: evex.128.0f.w0 2f /r ]                 | AVX512                   |
| VCOMPRESSPD       | mem128^mask,xmmreg                          | [mr:t1s: evex.128.66.0f38.w1 8a /r ]            | AVX512VL,AVX512          |
| VCOMPRESSPD       | mem256^mask,ymmreg                          | [mr:t1s: evex.256.66.0f38.w1 8a /r ]            | AVX512VL,AVX512          |
| VCOMPRESSPD       | zmem512^mask,zmmreg                         | [mr:t1s: evex.512.66.0f38.w1 8a /r ]            | AVX512                   |
| VCOMPRESSPD       | xmmreg^mask^z,xmmreg                        | [mr: evex.128.66.0f38.w1 8a /r ]                | AVX512VL,AVX512          |
| VCOMPRESSPD       | ymmreg^mask^z,ymmreg                        | [mr: evex.256.66.0f38.w1 8a /r ]                | AVX512VL,AVX512          |
| VCOMPRESSPD       | zmmreg^mask^z,zmmreg                        | [mr: evex.512.66.0f38.w1 8a /r ]                | AVX512                   |
| VCOMPRESSPS       | mem128^mask,xmmreg                          | [mr:t1s: evex.128.66.0f38.w0 8a /r ]            | AVX512VL,AVX512          |
| VCOMPRESSPS       | mem256^mask,ymmreg                          | [mr:t1s: evex.256.66.0f38.w0 8a /r ]            | AVX512VL,AVX512          |
| VCOMPRESSPS       | zmem512^mask,zmmreg                         | [mr:t1s: evex.512.66.0f38.w0 8a /r ]            | AVX512                   |
| VCOMPRESSPS       | xmmreg^mask^z,xmmreg                        | [mr: evex.128.66.0f38.w0 8a /r ]                | AVX512VL,AVX512          |
| VCOMPRESSPS       | ymmreg^mask^z,ymmreg                        | [mr: evex.256.66.0f38.w0 8a /r ]                | AVX512VL,AVX512          |
| VCOMPRESSPS       | zmmreg^mask^z,zmmreg                        | [mr: evex.512.66.0f38.w0 8a /r ]                | AVX512                   |
| VCVTDQ2PD         | xmmreg^mask^z,xmmrm64^b32                   | [rm:hv: evex.128.f3.0f.w0 e6 /r ]               | AVX512VL,AVX512          |
| VCVTDQ2PD         | ymmreg^mask^z,xmmrm128^b32                  | [rm:hv: evex.256.f3.0f.w0 e6 /r ]               | AVX512VL,AVX512          |
| VCVTDQ2PD         | zmmreg^mask^z,ymmrm256^b32^er               | [rm:hv: evex.512.f3.0f.w0 e6 /r ]               | AVX512                   |
| VCVTDQ2PS         | xmmreg^mask^z,xmmrm128^b32                  | [rm:fv: evex.128.0f.w0 5b /r ]                  | AVX512VL,AVX512          |
| VCVTDQ2PS         | ymmreg^mask^z,ymmrm256^b32                  | [rm:fv: evex.256.0f.w0 5b /r ]                  | AVX512VL,AVX512          |
| VCVTDQ2PS         | zmmreg^mask^z,zmmrm512^b32^er               | [rm:fv: evex.512.0f.w0 5b /r ]                  | AVX512                   |
| VCVTPD2DQ         | xmmreg^mask^z,xmmrm128^b64                  | [rm:fv: evex.128.f2.0f.w1 e6 /r ]               | AVX512VL,AVX512          |
| VCVTPD2DQ         | xmmreg^mask^z,ymmrm256^b64                  | [rm:fv: evex.256.f2.0f.w1 e6 /r ]               | AVX512VL,AVX512          |
| VCVTPD2DQ         | ymmreg^mask^z,zmmrm512^b64^er               | [rm:fv: evex.512.f2.0f.w1 e6 /r ]               | AVX512                   |
| VCVTPD2PS         | xmmreg^mask^z,xmmrm128^b64                  | [rm:fv: evex.128.66.0f.w1 5a /r ]               | AVX512VL,AVX512          |
| VCVTPD2PS         | xmmreg^mask^z,ymmrm256^b64                  | [rm:fv: evex.256.66.0f.w1 5a /r ]               | AVX512VL,AVX512          |
| VCVTPD2PS         | ymmreg^mask^z,zmmrm512^b64^er               | [rm:fv: evex.512.66.0f.w1 5a /r ]               | AVX512                   |
| VCVTPD2QQ         | xmmreg^mask^z,xmmrm128^b64                  | [rm:fv: evex.128.66.0f.w1 7b /r ]               | AVX512VL,AVX512DQ        |
| VCVTPD2QQ         | ymmreg^mask^z,ymmrm256^b64                  | [rm:fv: evex.256.66.0f.w1 7b /r ]               | AVX512VL,AVX512DQ        |
| VCVTPD2QQ         | zmmreg^mask^z,zmmrm512^b64^er               | [rm:fv: evex.512.66.0f.w1 7b /r ]               | AVX512DQ                 |
| VCVTPD2UDQ        | xmmreg^mask^z,xmmrm128^b64                  | [rm:fv: evex.128.0f.w1 79 /r ]                  | AVX512VL,AVX512          |
| VCVTPD2UDQ        | xmmreg^mask^z,ymmrm256^b64                  | [rm:fv: evex.256.0f.w1 79 /r ]                  | AVX512VL,AVX512          |
| VCVTPD2UDQ        | ymmreg^mask^z,zmmrm512^b64^er               | [rm:fv: evex.512.0f.w1 79 /r ]                  | AVX512                   |
| VCVTPD2UQQ        | xmmreg^mask^z,xmmrm128^b64                  | [rm:fv: evex.128.66.0f.w1 79 /r ]               | AVX512VL,AVX512DQ        |
| VCVTPD2UQQ        | ymmreg^mask^z,ymmrm256^b64                  | [rm:fv: evex.256.66.0f.w1 79 /r ]               | AVX512VL,AVX512DQ        |
| VCVTPD2UQQ        | zmmreg^mask^z,zmmrm512^b64^er               | [rm:fv: evex.512.66.0f.w1 79 /r ]               | AVX512DQ                 |
| VCVTPH2PS         | xmmreg^mask^z,xmmrm64                       | [rm:hvm: evex.128.66.0f38.w0 13 /r ]            | AVX512VL,AVX512          |
| VCVTPH2PS         | ymmreg^mask^z,xmmrm128                      | [rm:hvm: evex.256.66.0f38.w0 13 /r ]            | AVX512VL,AVX512          |
| VCVTPH2PS         | zmmreg^mask^z,ymmrm256^sae                  | [rm:hvm: evex.512.66.0f38.w0 13 /r ]            | AVX512                   |
| VCVTPS2DQ         | xmmreg^mask^z,xmmrm128^b32                  | [rm:fv: evex.128.66.0f.w0 5b /r ]               | AVX512VL,AVX512          |
| VCVTPS2DQ         | ymmreg^mask^z,ymmrm256^b32                  | [rm:fv: evex.256.66.0f.w0 5b /r ]               | AVX512VL,AVX512          |
| VCVTPS2DQ         | zmmreg^mask^z,zmmrm512^b32^er               | [rm:fv: evex.512.66.0f.w0 5b /r ]               | AVX512                   |
| VCVTPS2PD         | xmmreg^mask^z,xmmrm64^b32                   | [rm:hv: evex.128.0f.w0 5a /r ]                  | AVX512VL,AVX512          |
| VCVTPS2PD         | ymmreg^mask^z,xmmrm128^b32                  | [rm:hv: evex.256.0f.w0 5a /r ]                  | AVX512VL,AVX512          |
| VCVTPS2PD         | zmmreg^mask^z,ymmrm256^b32^sae              | [rm:hv: evex.512.0f.w0 5a /r ]                  | AVX512                   |
| VCVTPS2PH         | xmmreg^mask^z,xmmreg,imm8                   | [mri:hvm: evex.128.66.0f3a.w0 1d /r ib ]        | AVX512VL,AVX512          |
| VCVTPS2PH         | xmmreg^mask^z,ymmreg,imm8                   | [mri:hvm: evex.256.66.0f3a.w0 1d /r ib ]        | AVX512VL,AVX512          |
| VCVTPS2PH         | ymmreg^mask^z,zmmreg^sae,imm8               | [mri:hvm: evex.512.66.0f3a.w0 1d /r ib ]        | AVX512                   |
| VCVTPS2PH         | mem64^mask,xmmreg,imm8                      | [mri:hvm: evex.128.66.0f3a.w0 1d /r ib ]        | AVX512VL,AVX512          |
| VCVTPS2PH         | mem128^mask,ymmreg,imm8                     | [mri:hvm: evex.256.66.0f3a.w0 1d /r ib ]        | AVX512VL,AVX512          |
| VCVTPS2PH         | mem256^mask,zmmreg^sae,imm8                 | [mri:hvm: evex.512.66.0f3a.w0 1d /r ib ]        | AVX512                   |
| VCVTPS2QQ         | xmmreg^mask^z,xmmrm64^b32                   | [rm:hv: evex.128.66.0f.w0 7b /r ]               | AVX512VL,AVX512DQ        |
| VCVTPS2QQ         | ymmreg^mask^z,xmmrm128^b32                  | [rm:hv: evex.256.66.0f.w0 7b /r ]               | AVX512VL,AVX512DQ        |
| VCVTPS2QQ         | zmmreg^mask^z,ymmrm256^b32^er               | [rm:hv: evex.512.66.0f.w0 7b /r ]               | AVX512DQ                 |
| VCVTPS2UDQ        | xmmreg^mask^z,xmmrm128^b32                  | [rm:fv: evex.128.0f.w0 79 /r ]                  | AVX512VL,AVX512          |
| VCVTPS2UDQ        | ymmreg^mask^z,ymmrm256^b32                  | [rm:fv: evex.256.0f.w0 79 /r ]                  | AVX512VL,AVX512          |
| VCVTPS2UDQ        | zmmreg^mask^z,zmmrm512^b32^er               | [rm:fv: evex.512.0f.w0 79 /r ]                  | AVX512                   |
| VCVTPS2UQQ        | xmmreg^mask^z,xmmrm64^b32                   | [rm:hv: evex.128.66.0f.w0 79 /r ]               | AVX512VL,AVX512DQ        |
| VCVTPS2UQQ        | ymmreg^mask^z,xmmrm128^b32                  | [rm:hv: evex.256.66.0f.w0 79 /r ]               | AVX512VL,AVX512DQ        |
| VCVTPS2UQQ        | zmmreg^mask^z,ymmrm256^b32^er               | [rm:hv: evex.512.66.0f.w0 79 /r ]               | AVX512DQ                 |
| VCVTQQ2PD         | xmmreg^mask^z,xmmrm128^b64                  | [rm:fv: evex.128.f3.0f.w1 e6 /r ]               | AVX512VL,AVX512DQ        |
| VCVTQQ2PD         | ymmreg^mask^z,ymmrm256^b64                  | [rm:fv: evex.256.f3.0f.w1 e6 /r ]               | AVX512VL,AVX512DQ        |
| VCVTQQ2PD         | zmmreg^mask^z,zmmrm512^b64^er               | [rm:fv: evex.512.f3.0f.w1 e6 /r ]               | AVX512DQ                 |
| VCVTQQ2PS         | xmmreg^mask^z,xmmrm128^b64                  | [rm:fv: evex.128.0f.w1 5b /r ]                  | AVX512VL,AVX512DQ        |
| VCVTQQ2PS         | xmmreg^mask^z,ymmrm256^b64                  | [rm:fv: evex.256.0f.w1 5b /r ]                  | AVX512VL,AVX512DQ        |
| VCVTQQ2PS         | ymmreg^mask^z,zmmrm512^b64^er               | [rm:fv: evex.512.0f.w1 5b /r ]                  | AVX512DQ                 |
| VCVTSD2SI         | reg32,xmmrm64^er                            | [rm:t1f64: evex.128.f2.0f.w0 2d /r ]            | AVX512                   |
| VCVTSD2SI         | reg64,xmmrm64^er                            | [rm:t1f64: evex.128.f2.0f.w1 2d /r ]            | AVX512                   |
| VCVTSD2SS         | xmmreg^mask^z,xmmreg,xmmrm64^er             | [rvm:t1s: evex.nds.128.f2.0f.w1 5a /r ]         | AVX512                   |
| VCVTSD2USI        | reg32,xmmrm64^er                            | [rm:t1f64: evex.128.f2.0f.w0 79 /r ]            | AVX512                   |
| VCVTSD2USI        | reg64,xmmrm64^er                            | [rm:t1f64: evex.128.f2.0f.w1 79 /r ]            | AVX512                   |
| VCVTSI2SD         | xmmreg,  xmmreg^er,rm32                     | [rvm:t1s: evex.nds.128.f2.0f.w0 2a /r ]         | AVX512                   |
| VCVTSI2SD         | xmmreg,  xmmreg^er,rm64                     | [rvm:t1s: evex.nds.128.f2.0f.w1 2a /r ]         | AVX512                   |
| VCVTSI2SS         | xmmreg,  xmmreg^er,rm32                     | [rvm:t1s: evex.nds.128.f3.0f.w0 2a /r ]         | AVX512                   |
| VCVTSI2SS         | xmmreg,  xmmreg^er,rm64                     | [rvm:t1s: evex.nds.128.f3.0f.w1 2a /r ]         | AVX512                   |
| VCVTSS2SD         | xmmreg^mask^z,xmmreg,xmmrm32^sae            | [rvm:t1s: evex.nds.128.f3.0f.w0 5a /r ]         | AVX512                   |
| VCVTSS2SI         | reg32,xmmrm32^er                            | [rm:t1f32: evex.128.f3.0f.w0 2d /r ]            | AVX512                   |
| VCVTSS2SI         | reg64,xmmrm32^er                            | [rm:t1f32: evex.128.f3.0f.w1 2d /r ]            | AVX512                   |
| VCVTSS2USI        | reg32,xmmrm32^er                            | [rm:t1f32: evex.128.f3.0f.w0 79 /r ]            | AVX512                   |
| VCVTSS2USI        | reg64,xmmrm32^er                            | [rm:t1f32: evex.128.f3.0f.w1 79 /r ]            | AVX512                   |
| VCVTTPD2DQ        | xmmreg^mask^z,xmmrm128^b64                  | [rm:fv: evex.128.66.0f.w1 e6 /r ]               | AVX512VL,AVX512          |
| VCVTTPD2DQ        | xmmreg^mask^z,ymmrm256^b64                  | [rm:fv: evex.256.66.0f.w1 e6 /r ]               | AVX512VL,AVX512          |
| VCVTTPD2DQ        | ymmreg^mask^z,zmmrm512^b64^sae              | [rm:fv: evex.512.66.0f.w1 e6 /r ]               | AVX512                   |
| VCVTTPD2QQ        | xmmreg^mask^z,xmmrm128^b64                  | [rm:fv: evex.128.66.0f.w1 7a /r ]               | AVX512VL,AVX512DQ        |
| VCVTTPD2QQ        | ymmreg^mask^z,ymmrm256^b64                  | [rm:fv: evex.256.66.0f.w1 7a /r ]               | AVX512VL,AVX512DQ        |
| VCVTTPD2QQ        | zmmreg^mask^z,zmmrm512^b64^sae              | [rm:fv: evex.512.66.0f.w1 7a /r ]               | AVX512DQ                 |
| VCVTTPD2UDQ       | xmmreg^mask^z,xmmrm128^b64                  | [rm:fv: evex.128.0f.w1 78 /r ]                  | AVX512VL,AVX512          |
| VCVTTPD2UDQ       | xmmreg^mask^z,ymmrm256^b64                  | [rm:fv: evex.256.0f.w1 78 /r ]                  | AVX512VL,AVX512          |
| VCVTTPD2UDQ       | ymmreg^mask^z,zmmrm512^b64^sae              | [rm:fv: evex.512.0f.w1 78 /r ]                  | AVX512                   |
| VCVTTPD2UQQ       | xmmreg^mask^z,xmmrm128^b64                  | [rm:fv: evex.128.66.0f.w1 78 /r ]               | AVX512VL,AVX512DQ        |
| VCVTTPD2UQQ       | ymmreg^mask^z,ymmrm256^b64                  | [rm:fv: evex.256.66.0f.w1 78 /r ]               | AVX512VL,AVX512DQ        |
| VCVTTPD2UQQ       | zmmreg^mask^z,zmmrm512^b64^sae              | [rm:fv: evex.512.66.0f.w1 78 /r ]               | AVX512DQ                 |
| VCVTTPS2DQ        | xmmreg^mask^z,xmmrm128^b32                  | [rm:fv: evex.128.f3.0f.w0 5b /r ]               | AVX512VL,AVX512          |
